2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;5.444517870735028712e-05;6.805647338418786059e-05;8.507059173023480880e-05;1.063382396627935144e-04;1.329227995784918760e-04;1.661534994731148518e-04;2.076918743413935309e-04;2.596148429267419407e-04;3.245185536584273582e-04;4.056481920730341706e-04;5.070602400912926997e-04;4.056481920730341706e-04;3.245185536584273582e-04;2.596148429267419407e-04;2.076918743413935309e-04;1.661534994731148518e-04;1.329227995784918760e-04;1.063382396627935144e-04;8.507059173023480880e-05;6.805647338418786059e-05;5.444517870735028712e-05;4.355614296588023105e-05;3.484491437270418755e-05;2.787593149816335275e-05;2.230074519853068356e-05;1.784059615882454820e-05;1.427247692705963788e-05;1.141798154164771132e-05;2.037035976334497501e-10
2.037035976334497501e-10;4.355614296588023105e-05;5.444517870735028712e-05;6.805647338418786059e-05;2.037035976334497501e-10;2.037035976334497501e-10;2.076918743413935309e-04;2.596148429267419407e-04;3.245185536584273582e-04;4.056481920730341706e-04;5.070602400912926997e-04;6.338253001141158204e-04;5.070602400912926997e-04;4.056481920730341706e-04;3.245185536584273582e-04;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;3.484491437270418755e-05;4.355614296588023105e-05;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;3.245185536584273582e-04;4.056481920730341706e-04;5.070602400912926997e-04;6.338253001141158204e-04;7.922816251426448297e-04;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;2.787593149816335275e-05;3.484491437270418755e-05;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;4.056481920730341706e-04;5.070602400912926997e-04;6.338253001141158204e-04;7.922816251426448297e-04;9.903520314283058203e-04;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;3.022314549036577390e-03;2.417851639229261912e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;2.230074519853068356e-05;2.787593149816335275e-05;2.230074519853068356e-05;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;6.338253001141158204e-04;7.922816251426448297e-04;9.903520314283058203e-04;1.237940039285382330e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;1.934281311383409660e-03;1.547425049106727858e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;3.022314549036577390e-03;3.777893186295721521e-03;3.022314549036577390e-03;2.417851639229261912e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;1.784059615882454820e-05;2.230074519853068356e-05;1.784059615882454820e-05;1.427247692705963788e-05;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;7.922816251426448297e-04;9.903520314283058203e-04;1.237940039285382330e-03;1.547425049106727858e-03;1.934281311383409660e-03;2.417851639229261912e-03;3.022314549036577390e-03;2.417851639229261912e-03;1.934281311383409660e-03;1.547425049106727858e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;3.777893186295721521e-03;4.722366482869651792e-03;3.777893186295721521e-03;3.022314549036577390e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;1.427247692705963788e-05;1.784059615882454820e-05;1.427247692705963788e-05;1.141798154164771132e-05;9.134385233318170413e-06;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;1.237940039285382330e-03;1.547425049106727858e-03;1.934281311383409660e-03;2.417851639229261912e-03;3.022314549036577390e-03;3.777893186295721521e-03;3.022314549036577390e-03;2.417851639229261912e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;5.902958103587064090e-03;4.722366482869651792e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;9.134385233318170413e-06;7.307508186654535992e-06;5.846006549323628794e-06;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.417851639229261912e-03;3.022314549036577390e-03;3.777893186295721521e-03;4.722366482869651792e-03;3.777893186295721521e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;7.378697629483829679e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
2.037035976334497501e-10;2.394524282602959026e-06;2.037035976334497501e-10;5.846006549323628794e-06;7.307508186654535992e-06;5.846006549323628794e-06;4.676805239458903712e-06;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;3.777893186295721521e-03;4.722366482869651792e-03;5.902958103587064090e-03;4.722366482869651792e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;9.223372036854787098e-03;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10;2.037035976334497501e-10
